SKILL_20150317_000001	Angriff
SKILL_20150317_000391	[Wupent] Physical, Hieb, Ice Property Attack Ice Debuff
SKILL_20150317_000392	[Wupent] Physical, Hieb, Ice Property Attack
SKILL_20150317_000393	[Ruteelin] Physical, Hieb, Dark Property Attack
SKILL_20150317_000394	[Ruteelin] Physical, Hieb, Dark Property Straight Range Attack
SKILL_20150317_000395	[Ruteelin] Physical, Hieb, Dark Property Round Target
SKILL_20150317_000396	[Glizardon] Physical, Hieb, Dark Property Attack 2 times,
SKILL_20150317_000397	[Glizardon] Physical, Hieb, Dark Property Heal Wind Attack 4 times
SKILL_20150317_000398	[Glizardon] Physical, Hieb, Dark Property Smash Attack
SKILL_20150317_000399	[Coliers] Physical, Schlag, Dark Property Attack
SKILL_20150317_000400	[Red Loxodon] Physical, Schlag, Fire Property Attack
SKILL_20150317_000401	[Beeteros] Physical, Schlag, Poison Property Attack
SKILL_20150317_000402	[Mentiwood] Physical, Hieb, Lightning Property Attack
SKILL_20150317_000403	[Mentiwood] Physical, Hieb, Lightning Property Zweihand Attack
SKILL_20150317_000404	[Egnome] Magic, Magic, Lightning Property Attack 2 times
SKILL_20150317_000405	[Egnome] Magic, Magic, Lightning Property Fall Attack
SKILL_20150317_000406	[Beetow] Physical, Hieb, Lightning Property Attack
SKILL_20150317_000407	[Beetow] Physical, Hieb, Lightning Property
SKILL_20150317_000408	[Pawndel] Physical, Hieb, Dark Property Attack
SKILL_20150317_000409	[Pawndel] Physical, Hieb, Dark Property Attack 3 times
SKILL_20150317_000410	[Carcashu] Physical, Schlag, Poison Property Attack
SKILL_20150317_000411	[Carcashu] Physical, Schlag, Poison Property Attack 4 times
SKILL_20150317_000412	[Black Maize] Physical, Schlag, Poison Property
SKILL_20150317_000413	[Firent] Physical, Earth Property, Schlag Attack
SKILL_20150317_000414	[Firent]
SKILL_20150317_000415	[Specter Monarch]
SKILL_20150317_000416	[Golem] Continuous Attack, Right
SKILL_20150317_000417	[Golem] Continuous Attack, Left
SKILL_20150317_000418	[Golem] Light Smash
SKILL_20150317_000419	[Golem] Smash
SKILL_20150317_000420	[Golem] Roar
SKILL_20150317_000421	[Firent] Use Transforce Buff
SKILL_20150317_000422	[Velwriggler] Physical, Hieb, Poison Property Attack
SKILL_20150317_000423	[Lichenclops] Physical, Hieb, Poison Property Attack
SKILL_20150317_000424	[Dumaro] Physical, Hieb, Poison Property Attack
SKILL_20150317_000425	[Ticen] Physical, Stich, Dark Property Attack
SKILL_20150317_000426	[Tucen] Physical, Schlag, Poison Property Attack
SKILL_20150317_000427	[Siaulamb Warrior] Physical, Hieb, Poison Property Attack
SKILL_20150317_000428	[Siaulamb Lagoon] Physical, Schlag, Poison Property Attack
SKILL_20150317_000429	[Siaulamb Shaman] Physical, Schlag, Poison Property Attack
SKILL_20150317_000430	[Minivern] Physical, Schlag, Ice Property Attack
SKILL_20150317_000431	[Cronewt] Physical, Schlag, Poison Property Attack
SKILL_20150317_000432	[Infrohoglan] Physical, Schlag, Poison Property Attack
SKILL_20150317_000433	[Colistump] Physical, Schlag, Lightning Property Attack
SKILL_20150317_000434	[Lapasape] Physical, Hieb, Poison Property Attack
SKILL_20150317_000435	[Infroblud] Physical, Schlag, Poison Property Attack
SKILL_20150317_000436	[Leaf Bug] 1 hit Physical, Earth Property, Schlag
SKILL_20150317_000437	[Hanaming] 1 hitPhysical, Earth Property, Schlag
SKILL_20150317_000438	[Crystal Spider] 1 hit Physical, Ice Property, Stich
SKILL_20150317_000439	[Gray Jukopus] 1 hit Magic, Ice Property, Schlag
SKILL_20150317_000440	[Gray Pokubu]
SKILL_20150317_000441	[Red Vubbe Archer] Range, Stich, Fire Property Attack
SKILL_20150317_000442	[Red Fisherman] 1 hit Physical, Schlag, Fire Property
SKILL_20150317_000443	[Red Fisherman] Magic, Buff, Aggressor Buff Skill
SKILL_20150317_000444	[Simorph] Physical, Earth Property, Schlag
SKILL_20150317_000445	[Duckey] Physical, Schlag, Fire Property Attack
SKILL_20150317_000446	[Yognome] Magic, Magic, Lightning Property Attack
SKILL_20150317_000447	[Pawnd] Physical, Range, Dark Property Attack
SKILL_20150317_000448	[Pendinmire]
SKILL_20150317_000449	[Brown Zigri] Physical, Hieb, Earth Property Attack
SKILL_20150317_000450	[Brown Zigri] Physical, Hieb, Earth Property Attack 2 times
SKILL_20150317_000451	[Black Zigri] Physical, Hieb, Dark Property Attack
SKILL_20150317_000452	[Black Zigri] Physical, Hieb, Dark Property Attack 2 times
SKILL_20150317_000453	[Blin] Physical, Schlag, Dark Property Attack
SKILL_20150317_000454	[Zinutekas] Physical, Stich, Earth Property Attack
SKILL_20150317_000455	[Zinutekas] Physical, Stich, Earth Property Attack 2 times
SKILL_20150317_000456	[Red Griba] Physical, Schlag, Fire Property Attack
SKILL_20150317_000457	[Red Griba] Physical, Schlag, Fire Property Attack 2 times
SKILL_20150317_000458	[Red Old Kepa] Physical, Schlag, Fire Property Attack
SKILL_20150317_000459	[Black Rafflesia] Range, Magic, Dark Property Range Shoot
SKILL_20150317_000460	[Black Rafflesia] Physical, Magic, Dark Property Attack
SKILL_20150317_000461	[Red Infrorocktor] Physical, Schlag, Fire Property Attack
SKILL_20150317_000462	[Red Infrorocktor] Magic, Increase Block Buff
SKILL_20150317_000463	[Green Ellom] Physical, Schlag, Poison Property Attack
SKILL_20150317_000464	[Pokuborn] Physical, Stich, Poison Property Attack
SKILL_20150317_000465	[Pokuborn] Physical, Stich, Lightning Property Attack
SKILL_20150317_000466	[Vubbe Chaser] Physical, Stich, Dark Property Attack 2 times
SKILL_20150317_000467	[Vubbe Chaser] Physical, Stich, Dark Property, Attack 5 times
SKILL_20150317_000468	[Shaman Puppe] Physical, Stich, Dark Property Attack
SKILL_20150317_000469	[Green Drake] Physical, Schlag, Poison Property Attack
SKILL_20150317_000470	[Green Drake] Magic, Magic, Poison Property Attack
SKILL_20150317_000471	[Black Drake] Physical, Schlag, Dark Property Attack
SKILL_20150317_000472	[Black Drake] Magic, Magic, Dark Property Attack
SKILL_20150317_000473	[Vubbe Warrior] Physical, Hieb, Dark Property Attack
SKILL_20150317_000474	[Blue Puragi] Physical, Schlag, Ice Property Attack
SKILL_20150317_000475	[Red Vubbe Thief] Physical, Stich, Fire Property Attack 1 time
SKILL_20150317_000476	[Black Big Gribaru] Physical, Schlag, Dark Property Attack
SKILL_20150317_000477	[Black Big Gribaru] Magic, Magic, Dark Property Attack
SKILL_20150317_000478	[Black Desmodus] Physical, Stich, Dark Property Attack
SKILL_20150317_000479	[Rubblem] Physical, Schlag, Earth Property Attack
SKILL_20150317_000480	[Matsum] Magic, Schlag, Fire Property. Fire ball Summon
SKILL_20150317_000481	[Pawndel] Physical, Hieb, Dark Property Attack 2 times
SKILL_20150317_000482	[Dionia] Physical Non-Property Schlag
SKILL_20150317_000483	[Dionia] Magic Poison Property Schlag
SKILL_20150317_000484	[Bearkaras] Physical Earth Property Schlag
SKILL_20150317_000485	[Bearkaras] Physical Earth Property Hieb
SKILL_20150317_000486	[Abomination] Physical Non-Property Schlag
SKILL_20150317_000487	[Abomination] Magic Non-Property Magic
SKILL_20150317_000488	[Dazzled Specter] Physical Dark Property Magic
SKILL_20150317_000489	[Rikaus] Physical Non-Property Schlag
SKILL_20150317_000490	[Rikaus] Physical Dark Property Schlag
SKILL_20150317_000491	[Bramble] Physical Non-Property Schlag
SKILL_20150317_000492	[Bramble] Physical Non-Property Stich
SKILL_20150317_000493	[Molich] Physical Dark Property Schlag
SKILL_20150317_000494	[Molich] Magic Dark Property Magic
SKILL_20150317_000495	[Sequoia] Physical Non-Property Schlag
SKILL_20150317_000496	[Sequoia] Physical Fire Property Schlag
SKILL_20150317_000497	[Sequoia] Magic Fire Property Magic
SKILL_20150317_000498	[Rikaus] Magic Dark Property Magic
SKILL_20150317_000499	[Sparnasman] Physical Non-Property Schlag
SKILL_20150317_000500	[Sparnasman] Physical Non-Property Magic
SKILL_20150317_000501	[Tomb Maiden] Magic Non-Property Magic
SKILL_20150317_000502	[Tomb Maiden] Physical Non-Property Schlag
SKILL_20150317_000503	[Kubas] Physical Non-Property Magic
SKILL_20150317_000504	[Kubas] Physical Lightning Property Magic
SKILL_20150317_000505	[Kubas] Physical Ice Property Magic
SKILL_20150317_000506	[Kubas] Physical Fire Property Magic
SKILL_20150317_000507	[Grinender] Physical Fire Property Schlag
SKILL_20150317_000508	[Grinender] Physical Fire Property Stich
SKILL_20150317_000509	[Grinender] Physical Fire Property Magic
SKILL_20150317_000510	[Grinender] Magic Fire Property Magic
SKILL_20150317_000511	[Pyroego] Physical Fire Property Schlag
SKILL_20150317_000512	[Pyroego] Magic Fire Property Magic
SKILL_20150317_000513	[Lithorex] Magic Poison Property Magic
SKILL_20150317_000514	[Lithorex] Magic Non-Property Magic
SKILL_20150317_000515	[Molich] Physical Non-Property Schlag
SKILL_20150317_000516	[Link Roller] Magic Lightning Property Magic
SKILL_20150317_000517	[Deadborn] Physical Dark Property Schlag
SKILL_20150317_000518	[Deadborn] Physical Dark Property Hieb
SKILL_20150317_000519	[Salamander] Physical Fire Property Schlag
SKILL_20150317_000520	[Salamander] Physical Fire Property Stich
SKILL_20150317_000521	[Kepachieftain] Physical Non-Property Schlag
SKILL_20150317_000522	[Kepachieftain] Magic Non-Property Schlag
SKILL_20150317_000523	[Golem] Physical Earth Property Schlag
SKILL_20150317_000524	[Dazzled Specter] Magic Dark Property Schlag
SKILL_20150317_000525	[Specter Monarch] Magic Dark Property Magic
SKILL_20150317_000526	[Mirtis] Physical Dark Property Hieb
SKILL_20150317_000527	[Mirtis] Physical Dark Property Magic
SKILL_20150317_000528	[Mirtis] Magic Dark Property Magic
SKILL_20150317_000529	[Mirtis] Magic Dark Property Hieb
SKILL_20150317_000530	[Saltistter] Physical Ice Property Schlag
SKILL_20150317_000531	[Saltistter] Physical Ice Property Magic
SKILL_20150317_000532	[Woodspirit] Physical Non-Property Schlag
SKILL_20150317_000533	[Woodspirit] Physical Non-Property Magic
SKILL_20150317_000534	[Woodspirit] Magic Non-Property Magic
SKILL_20150317_000535	[Stone_Whale] Magic Earth Property Magic
SKILL_20150317_000536	[Ginklas] Physical Fire Property Schlag
SKILL_20150317_000537	[Yonazolem] Physical Non-Property Schlag
SKILL_20150317_000538	[Yonazolem] Magic Non-Property Schlag
SKILL_20150317_000539	[Tutu] Physical Poison Property Schlag
SKILL_20150317_000540	[Tutu] Magic Poison Property Magic
SKILL_20150317_000541	[Biteregina] Physical Non-Property Stich
SKILL_20150317_000542	[Biteregina] Physical Poison Property Hieb
SKILL_20150317_000543	[Biteregina] Physical Poison Property Magic
SKILL_20150317_000544	[Master Genie] Physical Non-Property Schlag
SKILL_20150317_000545	[Master Genie] Magic Ice Property Magic
SKILL_20150317_000546	[Iltiswort] Physical Non-Property Schlag
SKILL_20150317_000547	[Iltiswort] Physical Poison Property Magic
SKILL_20150317_000548	[Lepus] Physical Non-Property Hieb
SKILL_20150317_000549	[Mushcaria] Physical Poison Property Magic
SKILL_20150317_000550	[Mushcaria] Physical Poison Property Schlag
SKILL_20150317_000551	[Ellaganos] Physical Non-Property Schlag
SKILL_20150317_000552	[Dionia] Magic Non-Property Magic
SKILL_20150317_000553	[Stone_Whale] Physical Earth Property Schlag
SKILL_20150317_000554	[Stone_Whale] Physical Earth Property Stich
SKILL_20150317_000555	[Ginklas] Physical Fire Property Magic
SKILL_20150317_000556	[Lepus] Magic Non-Property Schlag
SKILL_20150317_000557	[Giantredwood] Magic Fire Property Stich
SKILL_20150317_000558	[Bebraspion] Physical Non-Property Schlag
SKILL_20150317_000559	[Bebraspion] Physical Lightning Property Schlag
SKILL_20150317_000560	[Sparnas] Physical Non-Property Schlag
SKILL_20150317_000561	[Sparnas] Physical Non-Property Stich
SKILL_20150317_000562	[Sparnas] Physical Lightning Property Magic
SKILL_20150317_000563	[Rajatoad] Magic Non-Property Magic
SKILL_20150317_000564	[Rajatoad] Physical Ice Property Schlag
SKILL_20150317_000565	[Chafer] Physical Poison Property Hieb
SKILL_20150317_000566	[Chafer] Physical Poison Property Stich
SKILL_20150317_000567	[Chafer] Physical Poison Property Magic
SKILL_20150317_000568	[Throneweaver] Physical Poison Property Magic
SKILL_20150317_000569	[Throneweaver] Physical Poison Property Schlag
SKILL_20150317_000570	[Throneweaver] Magic Poison Property Magic
SKILL_20150317_000571	[Mineloader] Physical Lightning Property Schlag
SKILL_20150317_000572	[Shadowgaler] Physical Dark Property Hieb
SKILL_20150317_000573	[Shadowgaler] Magic Dark Property Magic
SKILL_20150317_000574	[Shadowgaler] Physical Dark Property Magic
SKILL_20150317_000575	[Giantredwood] Physical Non-Property Schlag
SKILL_20150317_000576	[Giantredwood] Physical Fire Property Schlag
SKILL_20150317_000577	[Rexipher] Physical Dark Property Schlag
SKILL_20150317_000578	[Rocktortuga] Physical Earth Property Schlag
SKILL_20150317_000579	[Luropus] Physical Non-Property Stich
SKILL_20150317_000580	[Necroventer] Magic Dark Property Schlag
SKILL_20150317_000581	[Necroventer] Magic Dark Property Magic
SKILL_20150317_000582	[Helgasercle] Magic Dark Property Hieb
SKILL_20150317_000583	[Helgasercle] Physical Dark Property Hieb
SKILL_20150317_000584	[Helgasercle] Magic Dark Property Magic
SKILL_20150317_000585	[Luropus] Physical Non-Property Schlag
SKILL_20150317_000586	[Luropus] Magic Non-Property Magic
SKILL_20150317_000587	[King Liverwort] Physical Poison Property Schlag
SKILL_20150317_000588	[Archon] Physical Fire Property Schlag
SKILL_20150317_000589	[Yekub] Physical Dark Property Schlag
SKILL_20150317_000590	[Yekub] Magic Dark Property Schlag
SKILL_20150317_000591	[Yekub] Magic Non-Property Magic
SKILL_20150317_000592	[Carapace] Physical Ice Property Schlag
SKILL_20150317_000593	[Carapace] Physical Ice Property Hieb
SKILL_20150317_000594	[Werewolf] Physical Non-Property Hieb
SKILL_20150317_000595	[Werewolf] Physical Non-Property Schlag
SKILL_20150317_000596	[Werewolf] Physical Dark Property Magic
SKILL_20150317_000597	[Werewolf] Physical Dark Property Hieb
SKILL_20150317_000598	[Archon] Magic Non-Property Magic
SKILL_20150317_000599	[Ellaganos] Physical Non-Property Stich
SKILL_20150317_000600	[Ellaganos] Physical Dark Property Magic
SKILL_20150317_000601	[Cyclops] Physical Dark Property Schlag
SKILL_20150317_000602	[Cyclops] Magic Dark Property Magic
SKILL_20150317_000603	[Rajapearl] Physical Non-Property Hieb
SKILL_20150317_000604	[Rajapearl] Physical Ice Property Magic
SKILL_20150317_000605	[Honeypin] Physical Poison Property Schlag
SKILL_20150317_000606	[Honeypin] Physical Poison Property Magic
SKILL_20150317_000607	[Kepachieftain] Magic Non-Property Magic
SKILL_20150317_000608	[Netherbovine] Physical Dark Property Stich
SKILL_20150317_000609	[Netherbovine] Physical Dark Property Magic
SKILL_20150317_000610	[Netherbovine] Physical Dark Property Schlag
SKILL_20150317_000611	[Achat] Physical Non-Property Schlag
SKILL_20150317_000612	[Rytaswort] Physical Poison Property Schlag
SKILL_20150317_000613	[Rytaswort] Physical Poison Property Magic
SKILL_20150317_000614	[Rytaswort] Magic Poison Property Magic
SKILL_20150317_000615	[Rytaswort] Magic Non-Property Magic
SKILL_20150317_000616	[Lepus] Physical Non-Property Schlag
SKILL_20150317_000617	[Rexipher] Magic Dark Property Magic
SKILL_20150317_000618	[Corrupted] Magic Dark Property Magic
SKILL_20150317_000619	[Corrupted] Magic Dark Property Schlag
SKILL_20150317_000620	[Mushcaria] Magic Poison Property Magic
SKILL_20150317_000621	[Rocktortuga] Magic Earth Property Magic
SKILL_20150317_000622	[Chafer] Magic Poison Property Magic
SKILL_20150317_000623	[Vubbe Fighter] Physical Earth Property Hieb
SKILL_20150317_000624	[Vubbe Fighter] Physical Earth Property Schlag
SKILL_20150317_000625	[Dazzled Specter] Magic Dark Property Magic
SKILL_20150317_000626	[Mushwort] Physical Non-Property Schlag
SKILL_20150317_000627	[Mushwort] Physical Non-Property Magic
SKILL_20150317_000628	[Mushwort] Magic Non-Property Magic
SKILL_20150317_000629	[Mushwort] Magic Poison Property Magic
SKILL_20150317_000630	[Naktis] Magic Non-Property Schlag
SKILL_20150317_000631	[Drapeliun] Physical Non-Property Stich
SKILL_20150317_000632	[Drapeliun] Physical Non-Property Magic
SKILL_20150317_000633	[Drapeliun] Magic Dark Property Magic
SKILL_20150317_000634	[Sparnas Horn] Physical Non-Property Schlag
SKILL_20150317_000635	[Sparnas Horn] Physical Non-Property Stich
SKILL_20150317_000636	[Sparnas Horn] Physical Lightning Property Magic
SKILL_20150317_000637	[Magburk] Physical Fire Property Schlag
SKILL_20150317_000638	[Gaigalas] Physical Non-Property Schlag
SKILL_20150317_000639	[Gaigalas] Physical Fire Property Magic
SKILL_20150317_000640	[Ironbaum] Physical Non-Property Schlag
SKILL_20150317_000641	[Ironbaum] Physical Fire Property Schlag
SKILL_20150317_000642	[Ironbaum] Physical Fire Property Magic
SKILL_20150317_000643	[Ironbaum] Magic Non-Property Magic
SKILL_20150317_000644	[Carnivore] Physical Poison Property Schlag
SKILL_20150317_000645	[Carnivore] Physical Poison Property Magic
SKILL_20150317_000646	[Carnivore] Physical Poison Property Stich
SKILL_20150317_000647	[Carnivore] Magic Poison Property Magic
SKILL_20150317_000648	[Mineloader] Physical Lightning Property Magic
SKILL_20150317_000649	[Cactusvel] Physical Poison Property Schlag
SKILL_20150317_000650	[Cactusvel] Physical Non-Property Schlag
SKILL_20150317_000651	[Cactusvel] Physical Non-Property Magic
SKILL_20150317_000652	[Tomblord] Physical Non-Property Magic
SKILL_20150317_000653	[Ravinepede] Physical Poison Property Schlag
SKILL_20150317_000654	[Ravinepede] Magic Non-Property Magic
SKILL_20150317_000655	[Kirmelich] Physical Non-Property Schlag
SKILL_20150317_000656	[Kirmelich] Physical Non-Property Stich
